"PInumber","ISnum","LIB","Sample","WASAP","PlantName","Population","DuplicateLIBdecision","FilterMissing","Proportion Missing","Proportion Heterozygous","InbreedCoefficent","Kmeans_cluster","Germplasm","BotanicalType","CountryOrigin","Region","lat","lon","Elevation","Continent"
"PI534167",NA,"SAMEA12302500","PI534167",NA,"F.R. Miller","SAP",NA,NA,0.120177725028129,0.0204582092469332,1.168838,9,"Breeding",NA,NA,NA,NA,NA,NA,NA
"PI535783",NA,"IFMK","PI535783",NA,"N98","BAP",NA,NA,0.0998414229094466,0.0218861386853869,1.141139,16,"Breeding",NA,"United States","Nebraska",NA,NA,NA,"Americas"
"PI535785",NA,"IDYI","PI535785",NA,"N100","BAP",NA,NA,0.0995715492983134,0.0122340971196659,1.085677,16,"Breeding",NA,"United States","Nebraska",NA,NA,NA,"Americas"
"PI535792",NA,"IEBU","PI535792",NA,"N107","BAP",NA,NA,0.102283568338102,0.0399027654165942,0.720618,9,"Breeding",NA,"United States","Nebraska",NA,NA,NA,"Americas"
"PI535793",NA,"IFMJ","PI535793",NA,"N108","BAP",NA,NA,0.0954989036037916,0.0142823602587911,1.154274,16,"Breeding",NA,"United States","Nebraska",NA,NA,NA,"Americas"
"PI535794",NA,"IDXC","PI535794",NA,"N109","BAP",NA,NA,0.115523292613347,0.0126505695084201,1.17757,16,"Breeding",NA,"United States","Nebraska",NA,NA,NA,"Americas"
"PI535795",NA,"INNH","PI535795_N110",NA,"N110","BAP",NA,NA,0.11682662797332,0.0187091961474237,1.293868,15,"Breeding",NA,"United States","Nebraska",NA,NA,NA,"Americas"
"PI535796",NA,"IDYK","PI535796",NA,"N111","BAP",NA,NA,0.106421463992241,0.0122187056168043,1.169853,16,"Breeding",NA,"United States","Nebraska",NA,NA,NA,"Americas"
"PI540518",NA,"IDWR","PI540518",NA,"SEGAOLANE","BAP",NA,NA,0.120544794180469,0.00884477422186571,1.065465,16,"Cultivar",NA,"Botswana",NA,NA,NA,NA,"Africa"
"PI540816",NA,"SAMEA12302841","PI540816",NA,"Tx2882","SAP",NA,NA,0.164114047390106,0.0121797469442067,0.92924,8,"Breeding",NA,"United States","Texas",NA,NA,NA,"Americas"
"PI542406",NA,"SAMEA12302675","PI542406",NA,"R LINE AR2002","SAP",NA,NA,0.114670661713068,0.0189915482759916,1.120565,5,"Breeding",NA,"United States","Arkansas",NA,NA,NA,"Americas"
"PI542718",NA,"IFGP","PI542718",NA,"SAN CHI SAN","BAP","keep",NA,0.121198236614988,0.020130065688556,1.223198,15,"Breeding",NA,"China","Shaanxi Sheng",NA,NA,NA,"Asia"
"PI542718",NA,"SAMEA12302461","PI542718",NA,"SAN CHI SAN","SAP","remove",NA,0.146160214578915,0.0159504555189809,1.164826,15,"Breeding",NA,"China","Shaanxi Sheng",NA,NA,NA,"Asia"
"PI548797",NA,"SAMEA12302620","PI548797",NA,"Tx2891","SAP",NA,NA,0.10135625909475,0.0173786972921672,1.010156,5,"Breeding",NA,"United States","Texas",NA,NA,NA,"Americas"
"PI550604",NA,"IDXE","PI550604;3882-JG-0008",NA,"ZERNOGRAPSKOE 100","BAP",NA,NA,0.135410748218486,0.0109026380390884,1.021239,8,"Breeding","Caudatum","Soviet Union",NA,NA,NA,NA,"Europe"
"PI552851",NA,"INNI","PI552851_7035S",NA,"7035S","BAP",NA,NA,0.127290802542613,0.0206893637168128,1.193953,2,"Breeding",NA,"United States","Nebraska",NA,NA,NA,"Americas"
"PI552856",NA,"SAMEA12302559","PI552856",NA,"A/BTx626","SAP",NA,"remove",0.838102454638037,0.00971491408369646,0.078739,NA,"Breeding",NA,"United States","Texas",NA,NA,NA,"Americas"
"PI552861",NA,"SAMEA12302750","PI552861",NA,"A/BTx631","SAP",NA,NA,0.0909584714371976,0.00672338772277146,0.958858,9,"Breeding",NA,"United States","Texas",NA,NA,NA,"Americas"
"PI561071",NA,"BAWWX","RTx436",NA,"RTx436","Mullet","remove","remove",0.774331087390716,0.0066281064448901,0.243563,NA,"Breeding",NA,"United States","Texas",NA,NA,NA,"Americas"
"PI561071",NA,"SAMEA12302832","PI561071",NA,"RTx436","SAP","keep",NA,0.123007210633553,0.0150330483082619,1.011063,8,"Breeding",NA,"United States","Texas",NA,NA,NA,"Americas"
"PI561072",NA,"INNJ","PI561072_BTxARG-1",NA,"A/BTxARG-1","BAP","unresolved",NA,0.0935976978106046,0.00701586376189391,0.930486,14,"Breeding",NA,"United States","Texas",NA,NA,NA,"Americas"
"PI561072",NA,"SAMEA12302746","PI561072",NA,"A/BTxARG-1","SAP","unresolved",NA,0.0932205070113203,0.0145013390043386,1.194888,16,"Breeding",NA,"United States","Texas",NA,NA,NA,"Americas"
"PI561472",NA,"SAMEA12302556","PI561472",NA,"SURENO","SAP",NA,"remove",0.763444548973173,0.00890603989002759,0.164986,NA,"Cultivar",NA,"Honduras",NA,NA,NA,NA,"Americas"
"PI561840",NA,"ISME","PI561840",NA,"IAP4R(S1)C3","BAP",NA,NA,0.0662089648674861,0.0296935517294158,0.937577,8,"Breeding",NA,"United States","Iowa",NA,NA,NA,"Americas"
"PI562717",NA,"IDWQ","PI562717",NA,"PERENNIAL SWEET SUDAN","BAP",NA,NA,0.260446586474568,0.0673588589356531,1.224028,12,"Cultivar","Bicolor","United States","Texas",NA,NA,NA,"Americas"
"PI562730",NA,"SAMEA12302511","PI562730",NA,"GRAIN GRASS 3A","SAP",NA,NA,0.13256581670252,0.024985561442655,1.535121,11,"Cultivar","Bicolor","United States","Texas",NA,NA,NA,"Americas"
"PI562732",NA,"INNK","PI562732_LGV88-1_DWARF",NA,"LGV 88-1 (DWARF)","BAP",NA,NA,0.121383310236105,0.0189638443682856,1.138944,18,"Cultivar","Durra-caudatum","Mexico",NA,NA,NA,NA,"Americas"
"PI562776","IS3672","IPDA","PI562776",NA,"IS3672","Gates",NA,NA,0.113843431987039,0.0197471021073364,1.157689,5,"Breeding,Cultivated","Durra","United States",NA,33.576698,-101.855072,NA,"Americas"
"PI562781","IS3869","INNL","PI562781_IS_3869",NA,"IS3869","BAP",NA,NA,0.125982780721452,0.0209729490108562,1.294685,4,"Landrace,Cultivated","Guinea","Mali",NA,12.65,-8,NA,"Africa"
"PI562897",NA,"IFLJ","PI562897",NA,"FARAKO-BA","BAP",NA,NA,0.0925100505874368,0.0446495355732524,0.804128,17,"Cultivar","Guinea","Burkina Faso",NA,NA,NA,NA,"Africa"
"PI562963",NA,"SRR8474665","SRR8474665",NA,"BUZARI'","TERRA_new",NA,"remove",0.665616002739777,0.0110503693297496,0.378677,NA,"Cultivar","Guinea-caudatum","Nigeria",NA,11.2799997329712,11.3000001907349,NA,"Africa"
"PI562970",NA,"INNN","PI562970_FARAFARA",NA,"FARAFARA","BAP",NA,NA,0.111392163210864,0.0182546853151392,1.173089,4,"Cultivar","Guinea","Nigeria",NA,10.27999973,11.17000008,NA,"Africa"
"PI562971",NA,"ISMK","PI562971",NA,"FARAFARA","BAP",NA,NA,0.127289887434807,0.0230909752930968,1.384875,4,"Cultivar","Guinea","Nigeria",NA,8.39999962,8.55000019,NA,"Africa"
"PI562973","IS7418","IXNE","PI562973",NA,"JAN DAWA","Gates",NA,NA,0.120078200121598,0.0245035587431982,1.317401,4,"Cultivar","Guinea","Nigeria",NA,4.69999980926514,8.15999984741211,NA,"Africa"
"PI562979","IS7463","IPDB","PI562979",NA,"DUKUS","Gates",NA,NA,0.111330324107614,0.0188222116251562,1.036816,5,"Cultivar","Durra-caudatum","Nigeria",NA,9.529999733,12.35000038,NA,"Africa"
"PI562981",NA,"ISMR","PI562981",NA,"EKA OR OKA BABA","BAP",NA,NA,0.122782593263004,0.0205667248600239,1.292129,4,"Cultivar","Guinea","Nigeria",NA,9.27999973297119,5.82999992370605,NA,"Africa"
"PI562982",NA,"ISMY","PI562982",NA,"EKA OR OKA BABA","BAP",NA,NA,0.126513876015371,0.0241898593377385,1.425529,4,"Cultivar","Guinea","Nigeria",NA,7.849999905,6.150000095,NA,"Africa"
"PI562990",NA,"ISND","PI562990",NA,"MURBAN GANGAU","BAP",NA,NA,0.126988511930718,0.0196433188019383,1.253353,4,"Cultivar","Guinea","Nigeria",NA,9.100000381,9.960000038,NA,"Africa"
"PI562991",NA,"IFLK","PI562991",NA,"GIWA","BAP",NA,NA,0.126636555922446,0.0198394692075094,1.291027,4,"Cultivar","Guinea","Nigeria",NA,8.93000031,8.60000038,NA,"Africa"
"PI562994",NA,"IFLL","PI562994",NA,"HANA MATA BURKA","BAP",NA,NA,0.124627117833302,0.0272770015724596,1.254649,4,"Cultivar","Guinea","Nigeria",NA,9.25,6.92999983,NA,"Africa"
"PI562997",NA,"IDZN","PI562997",NA,"EKPAN DZUNGI","BAP",NA,NA,0.141509082098342,0.0172415686639327,1.168,19,"Cultivar","Guinea-caudatum","Nigeria",NA,9.399999619,6.03000021,NA,"Africa"
"PI562998",NA,"ISKL","PI562998",NA,"MASUNGI","BAP",NA,NA,0.119580658780563,0.0189278822749176,1.269596,4,"Cultivar","Guinea","Nigeria",NA,9.050000191,5.929999828,NA,"Africa"
"PI563002",NA,"IDZP","PI563002",NA,"EKPAN DZURUGI","BAP",NA,NA,0.336673264224207,0.0112373346294075,0.978371,4,"Cultivar","Guinea","Nigeria",NA,9.329999924,5.059999943,NA,"Africa"
"PI563006",NA,"SRR8474664","SRR8474664",NA,"GAGAYA'","TERRA_new",NA,NA,0.310027709741669,0.0146240662923161,0.908045,4,"Cultivar","Guinea","Nigeria",NA,10.3000001907349,6.57999992370605,NA,"Africa"
"PI563009","IS7739","IDWF","PI563009",NA,"IS7739","BAP",NA,NA,0.163351207976967,0.0145173139046592,1.215002,4,"Landrace,Cultivated","Guinea-caudatum","Nigeria",NA,11,7.849999,NA,"Africa"
"PI563020",NA,"IDWP","PI563020",NA,"OKA FUNFUN","BAP",NA,NA,0.222880523663509,0.0139581282558302,1.116091,4,"Cultivar","Guinea","Nigeria",NA,8.89999962,4.6500001,NA,"Africa"
"PI563021",NA,"IEBN","PI563021",NA,"TAPASOHIRA","BAP",NA,NA,0.161275161131767,0.0165933946799211,1.217796,4,"Cultivar","Guinea","Nigeria",NA,10.4300003051758,3.8199999332428,NA,"Africa"
"PI563022",NA,"ISKS","PI563022",NA,"ESSTENE","BAP",NA,NA,0.12581304208872,0.0227180331134609,1.337579,4,"Cultivar","Guinea","Nigeria",NA,10.43000031,3.819999933,NA,"Africa"
"PI563023",NA,"SRR8474663","SRR8474663",NA,"GIWA KANBA FARIN KONA'","TERRA_new",NA,"remove",0.940681186839363,0.0124415938367035,0.032823,NA,"Cultivar","Guinea","Nigeria",NA,11.4700002670288,7.48000001907349,NA,"Africa"
"PI563032",NA,"IDYM","PI563032;3882-JG-00012",NA,"COLLIER 706C","BAP",NA,NA,0.134929651087418,0.0168758827171142,1.239544,15,"Cultivar","Bicolor","Japan",NA,NA,NA,NA,"Asia"
"PI563137",NA,"ISJX","PI563137",NA,"FRAMIDA","Gates",NA,NA,0.100752537517687,0.0204468939009756,1.091996,5,"Cultivar","Caudatum","South Africa",NA,NA,NA,NA,"Africa"
"PI563139","IS8762","IQTN","PI563139",NA,"IS8762","Gates",NA,NA,0.114608212537948,0.0202919338177944,1.233149,15,"Landrace,Cultivated",NA,"South Africa",NA,NA,NA,NA,"Africa"
"PI563196","IS9128","ISKZ","PI563196",NA,"IS9128","BAP",NA,NA,0.108491493310354,0.018360894707135,1.14795,14,"Landrace,Cultivated","Guinea-caudatum","Kenya",NA,-0.091702,34.767957,NA,"Africa"
"PI563208","IS9168","IPDC","PI563208",NA,"IS9168","Gates",NA,NA,0.100139443018247,0.0180665342708283,1.244699,9,"Landrace,Cultivated","Kafir-bicolor","Kenya",NA,-0.605414,34.745126,NA,"Africa"
"PI563289","IS9524","IZKC","PI563289",NA,"IS9524","Gates",NA,NA,0.0870862898132556,0.0699932425860574,1.024235,3,"Landrace,Cultivated","Kafir-durra","South Africa",NA,-25.746111,28.188056,NA,"Africa"
"PI563295","IS9606","IEDF","RIO",NA,"RIO","JGI_Ref",NA,NA,0.210344212255096,0.00854943493886824,0.889889,9,"Breeding","Durra-caudatum","United States","Maryland",NA,NA,NA,"Americas"
"PI563301",NA,"IPDD","PI563301",NA,"SHAMSHAN","Gates",NA,NA,0.134680408997728,0.0190648991777519,1.11137,18,"Cultivar","Durra","Sudan",NA,13.4499998092651,35.560001373291,NA,"Africa"
"PI563302","IS9720","IXQD","PI563302",NA,"MAYO","Gates",NA,NA,0.09931925684927,0.0190675473674498,1.085756,5,"Cultivar","Caudatum","Sudan",NA,14.23999977,23.29000092,NA,"Africa"
"PI563310",NA,"IPDE","PI563310",NA,"BOLICHINGAN","Gates",NA,NA,0.111778616010366,0.017586520822068,1.081861,19,"Cultivar","Caudatum","Sudan",NA,11.1899995803833,24.1499996185303,NA,"Africa"
"PI563329","IS10005","IFEG","PI563329",NA,"IS10005","BAP",NA,NA,0.128450216402198,0.0212745201602075,1.178097,18,"Breeding,Cultivated","Durra-caudatum","Ethiopia",NA,8.739999,38.979999,NA,"Africa"
"PI563332","IS10015","IFEI","PI563332",NA,"IS10015","BAP",NA,NA,0.13316454678246,0.0224967437622834,1.212554,18,"Breeding,Cultivated","Durra","Ethiopia",NA,8.739999,38.979999,NA,"Africa"
"PI563338","IS10105","IFEJ","PI563338",NA,"IS10105","BAP",NA,NA,0.114239146786758,0.0205753856008335,1.257379,17,"Landrace,Cultivated","Guinea","Burkina Faso",NA,13.060001,-3.059999,NA,"Africa"
"PI563343","IS10139","IZKD","PI563343",NA,"IS10139","Gates",NA,NA,0.109168340320274,0.0202737655321145,1.193287,17,"Landrace,Cultivated","Guinea-durra","Burkina Faso",NA,13.579999,-2.417089,NA,"Africa"
"PI563348","IS10162","IFJD","PI563348",NA,"IS10162","BAP",NA,NA,0.131492589359931,0.0227576545853437,1.201288,18,"Landrace,Cultivated","Guinea","Burkina Faso",NA,12.460001,-3.47,NA,"Africa"
"PI563350","IS10168","IFEK","PI563350",NA,"IS10168","BAP",NA,NA,0.11269144991206,0.0197631866617671,1.201638,17,"Landrace,Cultivated","Guinea","Burkina Faso",NA,11.666667,-1.066667,NA,"Africa"
"PI563355",NA,"ISLF","PI563355",NA,"BOLOUNGOU","BAP",NA,NA,0.110404013163687,0.0189049192939778,1.190463,17,"Cultivar","Guinea-caudatum","Burkina Faso",NA,10.6333,-4.76666,NA,"Africa"
"PI563359","IS10186","IZKE","PI563359",NA,"IS10186","Gates",NA,NA,0.107013039592971,0.0195975795885094,1.191882,17,"Landrace,Cultivated","Caudatum","Burkina Faso",NA,10.329999,-3.18,NA,"Africa"
"PI563361","IS10189","IZKK","PI563361",NA,"GOAURI","Gates",NA,NA,0.115085150088079,0.022005125347519,1.313339,4,"Cultivar","Guinea","Burkina Faso",NA,11.19999981,-4.300000191,NA,"Africa"
"PI563366","IS10195","IZKF","PI563366",NA,"IS10195","Gates",NA,NA,0.110419403613151,0.0206940859811989,1.19621,17,"Landrace,Cultivated","Guinea","Burkina Faso",NA,11.14,-3.059999,NA,"Africa"
"PI563446",NA,"IPDF","PI563446",NA,"FEROZEPUR 13595","Gates",NA,NA,0.117204872533109,0.0198276022921107,1.215583,17,"Cultivar",NA,"India",NA,30.9200000762939,74.5999984741211,NA,"Asia"
"PI563483","IS12339","IXRC","PI563483",NA,"IS12339","Gates",NA,NA,0.179465424523364,0.0216708836939943,1.172686,18,"Landrace,Cultivated","Guinea-caudatum","Senegal",NA,14.210001,-16.549999,NA,"Africa"
"PI563485","IS12367","IZKG","PI563485",NA,"IS12367","Gates",NA,NA,0.093621684727336,0.0175878974960015,1.262617,8,"Landrace,Cultivated","Kafir-durra","Senegal",NA,15.289999,-16.209999,NA,"Africa"
"PI563487","IS12374","IUHX","PI563487",NA,"IS12374","Gates",NA,NA,0.11656568359593,0.0214336439677653,1.173501,2,"Landrace,Cultivated","Guinea-durra","Mali",NA,12.109999,-6.909999,NA,"Africa"
"PI563493","IS12447","IPDG","PI563493",NA,"IS12447","Gates","remove",NA,0.177725776853735,0.00849772250366565,1.066528,8,"Landrace,Cultivated","Kafir-durra","Sudan",NA,NA,NA,NA,"Africa"
"PI563493","IS12447","JHGR","PI563493",NA,"IS12447","Gates","keep",NA,0.0844699134044575,0.0147527074476057,1.231504,8,"Landrace,Cultivated","Kafir-durra","Sudan",NA,NA,NA,NA,"Africa"
"PI563509","IS12685","SRR8474670","SRR8474670",NA,"PI 563509; SA 2386","TERRA_new",NA,NA,0.436546521793084,0.0163864354918399,0.966242,11,"Landrace,Cultivated","Durra-bicolor","Ethiopia",NA,NA,NA,NA,"Africa"
"PI563922",NA,"IPDH","PI563922",NA,"HONG MILIANG (RED)","Gates",NA,NA,0.120279246533509,0.0195627611438393,1.23444,15,"Cultivar",NA,"China",NA,NA,NA,NA,"Asia"
"PI563949",NA,"IQTP","PI563949",NA,"15","Gates",NA,NA,0.117230606473833,0.0191859704991865,1.222669,15,"Cultivar",NA,"China",NA,NA,NA,NA,"Asia"
"PI563987",NA,"IQTQ","PI563987",NA,"GAOLIANG","Gates",NA,NA,0.11492891622812,0.019769691456885,1.227328,15,"Cultivar",NA,"China",NA,36.84000015,111.7600021,NA,"Asia"
"PI563989",NA,"IPDI","PI563989",NA,"HE DONG GAOLIANG","Gates",NA,NA,0.116741633869526,0.01849613394573,1.215321,15,"Cultivar",NA,"China","Shanxi Sheng",37.50999832,111.1299973,NA,"Asia"
"PI563998",NA,"IPDJ","PI563998",NA,"HOUNG KE ER JIAO","Gates",NA,NA,0.115245266223579,0.0195444173323737,1.221275,15,"Cultivar",NA,"China","Shanxi Sheng",37.34999847,112.3099976,NA,"Asia"
"PI564001",NA,"IQTR","PI564001",NA,"JIN TON GAOLIANG","Gates",NA,NA,0.115965927486026,0.018618488906957,1.205125,15,"Cultivar",NA,"China",NA,39.43000031,114.2300034,NA,"Asia"
"PI564163",NA,"ISGG","PI564163",NA,"BTx623","Gates","remove",NA,0.00447648554233656,0.000417995628232582,0.94705,14,"Cultivar",NA,"United States",NA,NA,NA,NA,"Americas"
"PI564163",NA,"IWNU","BTX623",NA,"BTx623","GatesRef","keep",NA,0.00563614897677775,0.000368815082615415,0.946499,14,"Cultivar",NA,"United States",NA,NA,NA,NA,"Americas"
"PI564163",NA,"SAMEA12302759","PI564163",NA,"BTx623","SAP","remove",NA,0.0185167350340011,0.00143805712599856,0.946587,14,"Cultivar",NA,"United States",NA,NA,NA,NA,"Americas"
"PI564164",NA,"SAMEA12302560","PI564164",NA,"RTX433","SAP",NA,NA,0.098786830489451,0.0148538686229807,1.145191,8,"Breeding",NA,"United States","Texas",NA,NA,NA,"Americas"
"PI564165",NA,"SAMEA12302553","PI564165",NA,"RTX434","SAP",NA,NA,0.092232273772525,0.016185643226135,1.168146,8,"Breeding",NA,"United States","Texas",NA,NA,NA,"Americas"
"PI565121",NA,"ISGP","PI565121",NA,"MACIA","GatesRef","keep",NA,0.0697582520886296,0.0116980541499296,1.010681,14,"Cultivar","Caudatum","Zimbabwe",NA,NA,NA,NA,"Africa"
"PI565121",NA,"SAMEA12302528","PI565121",NA,"MACIA","SAP","remove",NA,0.074131330448895,0.0117014017979067,1.004219,14,"Cultivar","Caudatum","Zimbabwe",NA,NA,NA,NA,"Africa"
"PI566819",NA,"BAWWT","Della",NA,"DELLA","Mullet","remove","remove",0.781116972268767,0.00462460656067517,0.25171,NA,"Cultivar",NA,"United States","Virginia",NA,NA,NA,"Americas"
"PI566819",NA,"IFDY","PI566819",NA,"DELLA","BAP","keep",NA,0.0749174635152757,0.0126831768461241,1.153238,16,"Cultivar",NA,"United States","Virginia",NA,NA,NA,"Americas"
"PI566819",NA,"SAMEA12302734","PI566819",NA,"DELLA","SAP","remove",NA,0.0806980331421544,0.0117477632138544,1.154998,16,"Cultivar",NA,"United States","Virginia",NA,NA,NA,"Americas"
"PI568429",NA,"IZNA","B-35",NA,"SU 2790","Gates",NA,NA,0.107903217643833,0.0192118530097676,1.195853,18,"Cultivar","Caudatum","Sudan",NA,NA,NA,NA,"Africa"
"PI568717",NA,"IFGE","PI568717",NA,"MRV-106","BAP",NA,NA,0.118755536575542,0.0185142674955158,1.077037,5,"Cultivar","Durra-caudatum","Cameroon",NA,7.369722,12.354722,NA,"Africa"
"PI568989",NA,"IPDK","PI568989",NA,"HEGARI MACKWAR","Gates","remove","remove",0.998170616304309,0.00997423071092921,0.001674,NA,"Cultivar","Durra","Sudan",NA,NA,NA,NA,"Africa"
"PI568989",NA,"JHGN","PI568989",NA,"HEGARI MACKWAR","Gates","keep",NA,0.117338284158999,0.0231480720784019,1.196343,2,"Cultivar","Durra","Sudan",NA,NA,NA,NA,"Africa"
"PI568998",NA,"IPDL","PI568998",NA,"AKLAMOI RED","Gates",NA,NA,0.102811696464287,0.0162118519682959,1.07718,5,"Cultivar","Caudatum","Sudan",NA,10.5,30.44000053,NA,"Africa"
"PI569007","IS14449","IPDM","PI569007",NA,"IS14449","Gates",NA,NA,0.0780370105646423,0.0125365117136005,1.136393,8,"Landrace,Cultivated",NA,"Sudan",NA,14.033333,35.383333,580,"Africa"
"PI569040","IS19016","IPDN","PI569040",NA,"IS19016","Gates",NA,NA,0.10924667909457,0.0159571965968848,1.123145,9,"Landrace,Cultivated","Caudatum","Sudan",NA,11.189999,24.149999,NA,"Africa"
"PI569050","IS19026","IPDP","PI569050",NA,"IS19026","Gates","remove","remove",0.998612363799722,0.00501598721023181,0.000823,NA,"Landrace,Cultivated","Caudatum","Sudan",NA,11.189999,24.149999,NA,"Africa"
"PI569050","IS19026","IXQN","PI569050",NA,"IS19026","Gates","remove","remove",0.99996810987949,0.00521739130434783,3.3e-05,NA,"Landrace,Cultivated","Caudatum","Sudan",NA,11.189999,24.149999,NA,"Africa"
"PI569050","IS19026","JHGP","PI569050",NA,"IS19026","Gates","keep",NA,0.0835130434059203,0.0156193087666001,1.069623,5,"Landrace,Cultivated","Caudatum","Sudan",NA,11.189999,24.149999,NA,"Africa"
"PI569065","IS19041","IPDQ","PI569065",NA,"IS19041","Gates",NA,NA,0.0873794016165518,0.0171342668686054,1.224578,16,"Landrace,Cultivated","Caudatum","Sudan",NA,11.189999,24.149999,NA,"Africa"
"PI569077","IS19053","IPDR","PI569077",NA,"IS19053","Gates","unresolved",NA,0.125612799862457,0.0161933625804317,1.09984,19,"Landrace,Cultivated","Kafir-caudatum","Sudan",NA,11.189999,24.149999,NA,"Africa"
"PI569077","IS19053","JHGB","PI569077",NA,"IS19053","Gates","unresolved",NA,0.0758460760939871,0.0144249204417603,1.127787,9,"Landrace,Cultivated","Kafir-caudatum","Sudan",NA,11.189999,24.149999,NA,"Africa"
"PI569097","IS19073","IFFK","PI569097",NA,"IS19073","BAP",NA,NA,0.110700951781445,0.0227783566976294,1.13145,18,"Landrace,Cultivated","Durra","Sudan",NA,11.189999,24.149999,NA,"Africa"
"PI569148","IS19124","IFFL","PI569148",NA,"IS19124","BAP",NA,NA,0.128109435801374,0.0173442582897288,1.106779,18,"Landrace,Cultivated","Durra-bicolor","Sudan",NA,11.189999,24.149999,NA,"Africa"
"PI569150","IS19126","IPDS","PI569150",NA,"IS19126","Gates",NA,NA,0.0868521608676331,0.0137691269127596,1.156196,9,"Landrace,Cultivated","Durra","Sudan",NA,11.189999,24.149999,NA,"Africa"
"PI569156","IS19132","IPDT","PI569156",NA,"IS19132","Gates",NA,NA,0.0925273544441309,0.0195950051866076,0.984952,8,"Landrace,Cultivated",NA,"Sudan",NA,11.189999,24.149999,NA,"Africa"
"PI569244","IS19221","IFKA","PI569244",NA,"IS19221","BAP",NA,NA,0.108208530884542,0.023041382084905,1.078283,18,"Landrace,Cultivated","Durra-caudatum","Sudan",NA,11.189999,24.149999,NA,"Africa"
"PI569264","IS19242","IFKB","PI569264",NA,"IS19242","BAP",NA,NA,0.113505784937187,0.0309649389849074,0.978061,18,"Landrace,Cultivated","Caudatum-bicolor","Sudan",NA,11.189999,24.149999,NA,"Africa"
"PI569284","IS19262","ISGY","PI569284",NA,"IS19262","Gates",NA,NA,0.0768889107652034,0.0148974082996379,1.177033,8,"Landrace,Cultivated","Guinea-caudatum","Sudan",NA,11.189999,24.149999,NA,"Africa"
"PI569416",NA,"IFIX","PI569416",NA,"DALA","BAP",NA,NA,0.117299184098199,0.0201726530009194,1.155223,19,"Cultivar","Caudatum","Sudan",NA,4.09000015258789,30.6800003051758,NA,"Africa"
"PI569418",NA,"IFKP","PI569418",NA,"LOTORI","BAP",NA,NA,0.10276596880453,0.0202734018703743,1.009334,1,"Cultivar","Guinea-caudatum","South Sudan",NA,4.090000153,30.68000031,NA,"Africa"
"PI569419",NA,"IFIY","PI569419",NA,"DERI","BAP",NA,NA,0.121369528157937,0.0155518241223909,1.076113,19,"Cultivar","Guinea-caudatum","South Sudan",NA,4.539999962,29.27000046,NA,"Africa"
"PI569420",NA,"IFJC","PI569420",NA,"GASSABI","BAP",NA,NA,0.101134276125461,0.0165189185547152,1.036916,19,"Cultivar","Guinea-caudatum","South Sudan",NA,4.539999962,29.27000046,NA,"Africa"
"PI569422",NA,"IFKY","PI569422",NA,"NYARANGO","BAP",NA,NA,0.114842202830872,0.030911439339701,0.932804,19,"Cultivar","Guinea-caudatum","South Sudan",NA,5.230000019,30.13999939,NA,"Africa"
"PI569423",NA,"IFFU","PI569423",NA,"KYIKA (CHYIKA)","BAP",NA,NA,0.127063550770805,0.0209334436070497,1.182757,19,"Cultivar","Guinea-caudatum","South Sudan",NA,5.230000019,30.13999939,NA,"Africa"
"PI569425",NA,"IFDQ","PI569425",NA,"AKEE (KEJ)","BAP",NA,NA,0.117738047617496,0.020095183060728,1.068452,19,"Cultivar","Caudatum","Sudan",NA,NA,NA,NA,"Africa"
"PI569427",NA,"IFFY","PI569427",NA,"MABORE","BAP",NA,NA,0.124456269978987,0.0216671591191371,1.24056,19,"Cultivar","Caudatum","Sudan",NA,NA,NA,NA,"Africa"
"PI569433",NA,"IFDT","PI569433",NA,"CHEKOO","BAP",NA,NA,0.120448042327896,0.0223487694247733,1.184458,19,"Cultivar","Caudatum","Sudan",NA,8.52999973297119,29.1000003814697,NA,"Africa"
"PI569435",NA,"IFFR","PI569435",NA,"KAVANGA","BAP",NA,NA,0.119181422202318,0.0209066165126402,1.128269,19,"Cultivar","Guinea-caudatum","South Sudan",NA,8.529999733,29.10000038,NA,"Africa"
"PI569443",NA,"IFDS","PI569443",NA,"BELL","BAP",NA,NA,0.115806892841569,0.0219815008071933,1.135182,19,"Cultivar","Kafir-caudatum","Sudan",NA,5.34999990463257,27.2700004577637,NA,"Africa"
"PI569445",NA,"IFGD","PI569445",NA,"MORO","BAP",NA,NA,0.126069161352224,0.019801933701377,1.261551,1,"Cultivar","Guinea-caudatum","South Sudan",NA,5.230000019,30.13999939,NA,"Africa"
"PI569446",NA,"IFDZ","PI569446",NA,"DERE","BAP",NA,NA,0.115807114685886,0.020330487840945,1.206308,19,"Cultivar","Guinea-caudatum","South Sudan",NA,5.230000019,30.13999939,NA,"Africa"
"PI569447",NA,"IFGL","PI569447",NA,"NYARANGO","BAP",NA,NA,0.120700806196112,0.0191642393092569,1.095996,19,"Cultivar","Kafir-caudatum","South Sudan",NA,5.230000019,30.13999939,NA,"Africa"
"PI569453",NA,"IFFT","PI569453",NA,"KELE","BAP",NA,NA,0.111808426340408,0.0182467557505433,1.145066,1,"Cultivar","Guinea-caudatum","South Sudan",NA,4.849999905,31.61000061,NA,"Africa"
"PI569454",NA,"IFIZ","PI569454",NA,"DIMERI","BAP",NA,NA,0.123210835985644,0.0216031416610046,1.385546,1,"Cultivar","Guinea-caudatum","South Sudan",NA,4.849999905,31.61000061,NA,"Africa"
